,Mouse,Amplitude,Day,TimeBin,SleepState,StateLength
wake,Ca_EEG3-3,0.25mA,PostNeutral,17.0,wake,28.451612903225808
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,17.0,nrem,50.400000000000006
wake,Ca_EEG2-3,1.5mA,PostAversive,17.0,wake,39.63636363636364
sws,Ca_EEG3-3,0.25mA,PostNeutral,17.0,nrem,60.46153846153846
wake,Ca_EEG3-1,0.25mA,PreNeutral,17.0,wake,16.0
wake,Ca_EEG3-1,0.25mA,PostNeutral,17.0,wake,41.785714285714285
sws,Ca_EEG3-1,0.25mA,PostNeutral,17.0,nrem,66.35294117647058
wake,Ca_EEG3-2,0.25mA,PreNeutral,17.0,wake,73.25
sws,Ca_EEG3-2,0.25mA,PreNeutral,17.0,nrem,41.07692307692307
rem,Ca_EEG3-2,0.25mA,PreNeutral,17.0,rem,16.0
rem,Ca_EEG3-1,0.25mA,PostNeutral,17.0,rem,19.333333333333336
sws,Ca_EEG3-1,0.25mA,PreNeutral,17.0,nrem,39.230769230769226
rem,Ca_EEG3-1,0.25mA,PostAversive,17.0,rem,6.0
wake,Ca_EEG3-1,0.25mA,PostAversive,17.0,wake,148.10526315789474
sws,Ca_EEG3-1,0.25mA,PostAversive,17.0,nrem,36.85714285714286
rem,Ca_EEG3-1,0.25mA,PreNeutral,17.0,rem,12.315789473684212
wake,Ca_EEG3-2,0.25mA,PostNeutral,17.0,wake,76.19999999999999
sws,Ca_EEG3-2,0.25mA,PostNeutral,17.0,nrem,59.6
rem,Ca_EEG3-2,0.25mA,PostNeutral,17.0,rem,18.0
sws,Ca_EEG2-2,1.5mA,PostNeutral,18.0,nrem,79.5
rem,Ca_EEG2-1,1.5mA,PostAversive,18.0,rem,10.285714285714285
sws,Ca_EEG3-3,0.25mA,PreNeutral,18.0,nrem,40.76923076923077
rem,Ca_EEG2-2,1.5mA,PostNeutral,18.0,rem,17.4
rem,Ca_EEG2-3,1.5mA,PreNeutral,18.0,rem,13.384615384615385
sws,Ca_EEG2-3,1.5mA,PreNeutral,18.0,nrem,50.63414634146342
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,18.0,wake,708.0
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,18.0,wake,3600.0
wake,Ca_EEG3-4,0.25mA,PostNeutral,18.0,wake,46.05
rem,Ca_EEG2-1,1.5mA,PreNeutral,18.0,rem,9.0
sws,Ca_EEG3-4,0.25mA,PostNeutral,18.0,nrem,22.426229508196723
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,18.0,nrem,15.0
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,18.0,nrem,114.0
wake,Ca_EEG2-3,1.5mA,PreNeutral,18.0,wake,43.54838709677419
wake,Ca_EEG2-1,1.5mA,PostNeutral,18.0,wake,645.5999999999999
sws,Ca_EEG2-2,1.5mA,PreNeutral,18.0,nrem,75.27272727272727
rem,Ca_EEG3-1,0.25mA,PreNeutral,18.0,rem,18.0
rem,Ca_EEG3-3,0.25mA,PreNeutral,18.0,rem,16.5
wake,Ca_EEG3-3,0.25mA,PostAversive,18.0,wake,25.53846153846154
sws,Ca_EEG3-3,0.25mA,PostAversive,18.0,nrem,50.20408163265306
rem,Ca_EEG3-3,0.25mA,PostAversive,18.0,rem,10.285714285714285
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,18.0,nrem,31.636363636363633
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,18.0,rem,6.0
wake,Ca_EEG3-1,0.25mA,PostAversive,18.0,wake,23.066666666666666
sws,Ca_EEG3-1,0.25mA,PostAversive,18.0,nrem,42.42857142857143
rem,Ca_EEG3-1,0.25mA,PostAversive,18.0,rem,13.285714285714286
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,18.0,wake,295.09090909090907
wake,Ca_EEG3-1,0.25mA,PreNeutral,18.0,wake,36.631578947368425
sws,Ca_EEG3-1,0.25mA,PreNeutral,18.0,nrem,42.765957446808514
rem,Ca_EEG2-2,1.5mA,PostAversive,18.0,rem,23.0
sws,Ca_EEG2-2,1.5mA,PostAversive,18.0,nrem,67.16129032258064
wake,Ca_EEG2-2,1.5mA,PostAversive,18.0,wake,69.0
rem,Ca_EEG2-1,1.5mA,PostNeutral,18.0,rem,6.0
sws,Ca_EEG2-1,1.5mA,PostNeutral,18.0,nrem,38.0
wake,Ca_EEG2-1,1.5mA,PreNeutral,18.0,wake,978.0
rem,Ca_EEG3-4,0.25mA,PostNeutral,18.0,rem,13.92857142857143
sws,Ca_EEG2-1,1.5mA,PreNeutral,18.0,nrem,76.5
wake,Ca_EEG2-2,1.5mA,PostNeutral,18.0,wake,108.42857142857144
sws,Ca_EEG2-1,1.5mA,PostAversive,18.0,nrem,48.21818181818182
wake,Ca_EEG2-1,1.5mA,PostAversive,18.0,wake,36.85714285714286
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,18.0,wake,814.5
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,18.0,nrem,106.5
wake,Ca_EEG3-2,0.25mA,PreNeutral,18.0,wake,76.0
sws,Ca_EEG3-2,0.25mA,PreNeutral,18.0,nrem,59.17241379310345
rem,Ca_EEG3-2,0.25mA,PreNeutral,18.0,rem,24.0
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,18.0,wake,305.3333333333333
sws,Ca_EEG3-1,0.25mA,PostNeutral,18.0,nrem,32.90625
wake,Ca_EEG3-4,0.25mA,PostAversive,18.0,wake,32.27027027027027
sws,Ca_EEG3-4,0.25mA,PostAversive,18.0,nrem,29.30434782608696
rem,Ca_EEG3-4,0.25mA,PostAversive,18.0,rem,9.846153846153847
rem,Ca_EEG3-1,0.25mA,PostNeutral,18.0,rem,14.181818181818183
rem,Ca_EEG2-3,1.5mA,PostAversive,18.0,rem,25.0
wake,Ca_EEG2-3,1.5mA,PostAversive,18.0,wake,130.33333333333331
wake,Ca_EEG3-1,0.25mA,PostNeutral,18.0,wake,23.892857142857142
rem,Ca_EEG3-3,0.25mA,PostNeutral,18.0,rem,11.5
rem,Ca_EEG3-4,0.25mA,PreNeutral,18.0,rem,8.903225806451612
sws,Ca_EEG3-4,0.25mA,PreNeutral,18.0,nrem,26.709677419354836
wake,Ca_EEG3-4,0.25mA,PreNeutral,18.0,wake,45.08108108108108
sws,Ca_EEG3-3,0.25mA,PostNeutral,18.0,nrem,38.625
wake,Ca_EEG3-3,0.25mA,PostNeutral,18.0,wake,101.18181818181819
sws,Ca_EEG2-3,1.5mA,PostAversive,18.0,nrem,48.0
wake,Ca_EEG2-3,1.5mA,PostNeutral,18.0,wake,1196.0
wake,Ca_EEG3-3,0.25mA,PreNeutral,18.0,wake,58.6875
rem,Ca_EEG3-2,0.25mA,PostNeutral,18.0,rem,20.4
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,18.0,rem,9.600000000000001
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,18.0,nrem,175.2
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,18.0,wake,360.0
wake,Ca_EEG3-2,0.25mA,PostNeutral,18.0,wake,34.114285714285714
sws,Ca_EEG2-3,1.5mA,PostNeutral,18.0,nrem,6.0
rem,Ca_EEG2-2,1.5mA,PreNeutral,18.0,rem,34.285714285714285
wake,Ca_EEG3-2,0.25mA,PostAversive,18.0,wake,159.375
sws,Ca_EEG3-2,0.25mA,PostNeutral,18.0,nrem,48.71428571428571
sws,Ca_EEG3-2,0.25mA,PostAversive,18.0,nrem,65.625
wake,Ca_EEG2-2,1.5mA,PreNeutral,18.0,wake,100.23529411764707
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,19.0,rem,6.0
sws,Ca_EEG3-1,0.25mA,PostAversive,19.0,nrem,20.195121951219512
rem,Ca_EEG2-1,1.5mA,PostAversive,19.0,rem,9.157894736842106
rem,Ca_EEG3-1,0.25mA,PostNeutral,19.0,rem,17.0
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,19.0,rem,21.6
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,19.0,nrem,106.25
rem,Ca_EEG2-2,1.5mA,PreNeutral,19.0,rem,28.90909090909091
wake,Ca_EEG3-3,0.25mA,PreNeutral,19.0,wake,846.0
sws,Ca_EEG3-3,0.25mA,PreNeutral,19.0,nrem,54.0
rem,Ca_EEG3-3,0.25mA,PostNeutral,19.0,rem,18.0
sws,Ca_EEG3-3,0.25mA,PostNeutral,19.0,nrem,94.63636363636364
rem,Ca_EEG3-1,0.25mA,PostAversive,19.0,rem,10.285714285714285
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,19.0,wake,55.60000000000001
wake,Ca_EEG2-1,1.5mA,PostNeutral,19.0,wake,50.0
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,19.0,nrem,77.4
rem,Ca_EEG2-1,1.5mA,PostNeutral,19.0,rem,10.24390243902439
wake,Ca_EEG3-1,0.25mA,PostNeutral,19.0,wake,97.92
rem,Ca_EEG2-2,1.5mA,PostNeutral,19.0,rem,7.199999999999999
sws,Ca_EEG3-1,0.25mA,PostNeutral,19.0,nrem,35.0
wake,Ca_EEG2-1,1.5mA,PostAversive,19.0,wake,134.3076923076923
wake,Ca_EEG2-2,1.5mA,PreNeutral,19.0,wake,44.7
sws,Ca_EEG2-1,1.5mA,PostNeutral,19.0,nrem,30.9375
sws,Ca_EEG2-2,1.5mA,PostNeutral,19.0,nrem,78.57142857142857
wake,Ca_EEG3-1,0.25mA,PostAversive,19.0,wake,71.05263157894737
sws,Ca_EEG2-1,1.5mA,PostAversive,19.0,nrem,52.5
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,19.0,rem,16.0
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,19.0,nrem,74.57142857142857
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,19.0,wake,348.0
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,19.0,wake,31.333333333333336
wake,Ca_EEG2-2,1.5mA,PostNeutral,19.0,wake,119.625
sws,Ca_EEG2-2,1.5mA,PreNeutral,19.0,nrem,82.34482758620689
rem,Ca_EEG2-2,1.5mA,PostAversive,19.0,rem,26.25
sws,Ca_EEG3-3,0.25mA,PostAversive,19.0,nrem,51.33333333333333
rem,Ca_EEG3-3,0.25mA,PostAversive,19.0,rem,7.199999999999999
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,19.0,wake,18.0
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,19.0,nrem,81.94285714285714
wake,Ca_EEG3-2,0.25mA,PostAversive,19.0,wake,1734.0
sws,Ca_EEG3-2,0.25mA,PostAversive,19.0,nrem,66.0
sws,Ca_EEG3-4,0.25mA,PostNeutral,19.0,nrem,16.352941176470587
wake,Ca_EEG3-4,0.25mA,PostNeutral,19.0,wake,71.33333333333334
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,19.0,rem,20.142857142857142
rem,Ca_EEG3-2,0.25mA,PostNeutral,19.0,rem,26.400000000000002
sws,Ca_EEG3-2,0.25mA,PostNeutral,19.0,nrem,75.42857142857143
wake,Ca_EEG3-2,0.25mA,PostNeutral,19.0,wake,268.0
rem,Ca_EEG3-4,0.25mA,PostAversive,19.0,rem,10.25
wake,Ca_EEG2-3,1.5mA,PostNeutral,19.0,wake,3600.0
sws,Ca_EEG3-2,0.25mA,PreNeutral,19.0,nrem,64.80000000000001
rem,Ca_EEG3-2,0.25mA,PreNeutral,19.0,rem,13.5
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,19.0,rem,10.0
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,19.0,nrem,142.8
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,19.0,wake,155.33333333333334
rem,Ca_EEG2-3,1.5mA,PostAversive,19.0,rem,6.0
sws,Ca_EEG2-3,1.5mA,PostAversive,19.0,nrem,58.199999999999996
wake,Ca_EEG2-3,1.5mA,PostAversive,19.0,wake,334.6666666666667
rem,Ca_EEG3-4,0.25mA,PreNeutral,19.0,rem,10.772727272727273
sws,Ca_EEG3-4,0.25mA,PreNeutral,19.0,nrem,29.30434782608696
wake,Ca_EEG3-4,0.25mA,PreNeutral,19.0,wake,31.6875
wake,Ca_EEG3-2,0.25mA,PreNeutral,19.0,wake,85.0909090909091
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,19.0,rem,25.0
rem,Ca_EEG3-4,0.25mA,PostNeutral,19.0,rem,6.315789473684211
sws,Ca_EEG3-4,0.25mA,PostAversive,19.0,nrem,23.01639344262295
wake,Ca_EEG2-2,1.5mA,PostAversive,19.0,wake,39.85714285714286
wake,Ca_EEG3-3,0.25mA,PostNeutral,19.0,wake,84.75
rem,Ca_EEG3-1,0.25mA,PreNeutral,19.0,rem,6.0
sws,Ca_EEG3-1,0.25mA,PreNeutral,19.0,nrem,30.789473684210527
wake,Ca_EEG2-1,1.5mA,PreNeutral,19.0,wake,346.20000000000005
sws,Ca_EEG2-1,1.5mA,PreNeutral,19.0,nrem,13.200000000000001
rem,Ca_EEG2-1,1.5mA,PreNeutral,19.0,rem,6.0
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,19.0,wake,57.84
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,19.0,nrem,69.10344827586206
wake,Ca_EEG3-4,0.25mA,PostAversive,19.0,wake,46.42857142857143
sws,Ca_EEG2-3,1.5mA,PreNeutral,19.0,nrem,65.14285714285714
sws,Ca_EEG2-2,1.5mA,PostAversive,19.0,nrem,90.41379310344827
wake,Ca_EEG2-3,1.5mA,PreNeutral,19.0,wake,449.14285714285717
wake,Ca_EEG3-1,0.25mA,PreNeutral,19.0,wake,70.58823529411765
wake,Ca_EEG3-3,0.25mA,PostAversive,19.0,wake,55.35483870967742
wake,Ca_EEG2-1,1.5mA,PreNeutral,20.0,wake,417.75
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,20.0,nrem,97.04347826086956
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,20.0,rem,13.384615384615385
sws,Ca_EEG2-1,1.5mA,PreNeutral,20.0,nrem,32.25
wake,Ca_EEG3-3,0.25mA,PostAversive,20.0,wake,78.96774193548387
sws,Ca_EEG3-3,0.25mA,PostAversive,20.0,nrem,32.11764705882353
rem,Ca_EEG3-3,0.25mA,PostAversive,20.0,rem,10.0
sws,Ca_EEG3-1,0.25mA,PostNeutral,20.0,nrem,15.0
sws,Ca_EEG3-4,0.25mA,PreNeutral,20.0,nrem,10.0
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,20.0,wake,108.54545454545453
sws,Ca_EEG2-1,1.5mA,PostNeutral,20.0,nrem,41.07692307692307
rem,Ca_EEG2-1,1.5mA,PostAversive,20.0,rem,8.0
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,20.0,rem,34.5
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,20.0,nrem,66.0
rem,Ca_EEG2-1,1.5mA,PostNeutral,20.0,rem,6.857142857142857
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,20.0,wake,105.78947368421052
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,20.0,rem,17.0
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,20.0,nrem,73.33333333333333
wake,Ca_EEG3-1,0.25mA,PostNeutral,20.0,wake,1190.0
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,20.0,wake,181.5
wake,Ca_EEG3-2,0.25mA,PreNeutral,20.0,wake,258.0
sws,Ca_EEG3-2,0.25mA,PreNeutral,20.0,nrem,69.27272727272727
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,20.0,rem,17.294117647058822
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,20.0,nrem,87.51724137931035
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,20.0,wake,54.857142857142854
wake,Ca_EEG2-1,1.5mA,PostNeutral,20.0,wake,431.14285714285717
sws,Ca_EEG2-1,1.5mA,PostAversive,20.0,nrem,29.294117647058826
wake,Ca_EEG3-3,0.25mA,PostNeutral,20.0,wake,364.6666666666667
wake,Ca_EEG2-1,1.5mA,PostAversive,20.0,wake,272.72727272727275
rem,Ca_EEG3-3,0.25mA,PostNeutral,20.0,rem,6.0
rem,Ca_EEG2-3,1.5mA,PostNeutral,20.0,rem,18.75
wake,Ca_EEG3-2,0.25mA,PostNeutral,20.0,wake,100.80000000000001
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,20.0,wake,43.8
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,20.0,nrem,63.17647058823529
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,20.0,rem,16.0
sws,Ca_EEG3-2,0.25mA,PostNeutral,20.0,nrem,55.38461538461538
sws,Ca_EEG2-2,1.5mA,PostAversive,20.0,nrem,38.18181818181818
rem,Ca_EEG2-2,1.5mA,PostNeutral,20.0,rem,14.57142857142857
sws,Ca_EEG2-2,1.5mA,PostNeutral,20.0,nrem,104.25
rem,Ca_EEG3-4,0.25mA,PostNeutral,20.0,rem,6.0
rem,Ca_EEG3-2,0.25mA,PostAversive,20.0,rem,27.0
sws,Ca_EEG3-2,0.25mA,PostAversive,20.0,nrem,71.21052631578948
wake,Ca_EEG3-2,0.25mA,PostAversive,20.0,wake,21.833333333333332
wake,Ca_EEG2-2,1.5mA,PostNeutral,20.0,wake,166.36363636363637
wake,Ca_EEG2-3,1.5mA,PreNeutral,20.0,wake,10.0
wake,Ca_EEG3-3,0.25mA,PreNeutral,20.0,wake,285.33333333333337
sws,Ca_EEG3-3,0.25mA,PreNeutral,20.0,nrem,73.5
rem,Ca_EEG3-3,0.25mA,PreNeutral,20.0,rem,30.0
wake,Ca_EEG3-1,0.25mA,PreNeutral,20.0,wake,40.74418604651163
sws,Ca_EEG3-1,0.25mA,PreNeutral,20.0,nrem,31.245283018867923
sws,Ca_EEG2-3,1.5mA,PreNeutral,20.0,nrem,59.63265306122449
sws,Ca_EEG3-3,0.25mA,PostNeutral,20.0,nrem,34.0
rem,Ca_EEG2-3,1.5mA,PreNeutral,20.0,rem,16.434782608695652
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,20.0,rem,19.799999999999997
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,20.0,wake,59.699999999999996
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,20.0,nrem,78.85714285714286
rem,Ca_EEG3-1,0.25mA,PreNeutral,20.0,rem,12.8
sws,Ca_EEG2-3,1.5mA,PostNeutral,20.0,nrem,86.47058823529412
wake,Ca_EEG2-3,1.5mA,PostNeutral,20.0,wake,18.0
rem,Ca_EEG3-2,0.25mA,PostNeutral,20.0,rem,14.399999999999999
wake,Ca_EEG2-2,1.5mA,PostAversive,20.0,wake,125.45454545454547
wake,Ca_EEG3-4,0.25mA,PostAversive,20.0,wake,58.61538461538462
wake,Ca_EEG3-1,0.25mA,PostAversive,20.0,wake,149.68421052631578
sws,Ca_EEG3-1,0.25mA,PostAversive,20.0,nrem,25.384615384615387
rem,Ca_EEG3-4,0.25mA,PostAversive,20.0,rem,8.0
rem,Ca_EEG3-1,0.25mA,PostAversive,20.0,rem,13.714285714285714
wake,Ca_EEG3-4,0.25mA,PreNeutral,20.0,wake,892.5
sws,Ca_EEG3-4,0.25mA,PostAversive,20.0,nrem,19.016949152542374
sws,Ca_EEG2-2,1.5mA,PreNeutral,20.0,nrem,28.88888888888889
wake,Ca_EEG2-2,1.5mA,PreNeutral,20.0,wake,117.13043478260869
rem,Ca_EEG2-2,1.5mA,PreNeutral,20.0,rem,21.0
sws,Ca_EEG2-3,1.5mA,PostAversive,20.0,nrem,46.0
wake,Ca_EEG2-3,1.5mA,PostAversive,20.0,wake,17.823529411764707
wake,Ca_EEG3-4,0.25mA,PostNeutral,20.0,wake,378.6666666666667
sws,Ca_EEG3-4,0.25mA,PostNeutral,20.0,nrem,20.666666666666668
rem,Ca_EEG2-3,1.5mA,PostAversive,20.0,rem,18.214285714285715
wake,Ca_EEG2-2,1.5mA,PostAversive,21.0,wake,15.882352941176471
sws,Ca_EEG2-2,1.5mA,PostAversive,21.0,nrem,100.19999999999999
rem,Ca_EEG2-3,1.5mA,PostAversive,21.0,rem,21.23076923076923
wake,Ca_EEG3-2,0.25mA,PreNeutral,21.0,wake,9.923076923076923
sws,Ca_EEG2-3,1.5mA,PostAversive,21.0,nrem,62.57142857142857
sws,Ca_EEG3-2,0.25mA,PreNeutral,21.0,nrem,70.82926829268293
wake,Ca_EEG3-4,0.25mA,PostNeutral,21.0,wake,49.230769230769226
sws,Ca_EEG3-4,0.25mA,PostNeutral,21.0,nrem,24.0
wake,Ca_EEG2-3,1.5mA,PostAversive,21.0,wake,47.25
rem,Ca_EEG3-2,0.25mA,PreNeutral,21.0,rem,24.333333333333332
rem,Ca_EEG2-3,1.5mA,PreNeutral,21.0,rem,18.375
sws,Ca_EEG2-3,1.5mA,PostNeutral,21.0,nrem,45.68181818181818
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,21.0,nrem,67.36363636363636
wake,Ca_EEG2-3,1.5mA,PostNeutral,21.0,wake,40.875
rem,Ca_EEG3-4,0.25mA,PostNeutral,21.0,rem,11.52
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,21.0,wake,54.375
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,21.0,nrem,71.45454545454545
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,21.0,rem,18.6
rem,Ca_EEG3-2,0.25mA,PostNeutral,21.0,rem,30.0
sws,Ca_EEG3-2,0.25mA,PostNeutral,21.0,nrem,70.92857142857143
wake,Ca_EEG3-2,0.25mA,PostNeutral,21.0,wake,62.34782608695653
rem,Ca_EEG3-2,0.25mA,PostAversive,21.0,rem,18.75
sws,Ca_EEG3-2,0.25mA,PostAversive,21.0,nrem,62.92307692307692
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,21.0,rem,16.0
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,21.0,nrem,99.25
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,21.0,wake,88.9090909090909
wake,Ca_EEG3-2,0.25mA,PostAversive,21.0,wake,30.26086956521739
wake,Ca_EEG2-3,1.5mA,PreNeutral,21.0,wake,38.769230769230774
rem,Ca_EEG2-3,1.5mA,PostNeutral,21.0,rem,18.8
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,21.0,wake,11.333333333333332
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,21.0,rem,14.347826086956522
sws,Ca_EEG2-3,1.5mA,PreNeutral,21.0,nrem,56.048780487804876
wake,Ca_EEG3-4,0.25mA,PreNeutral,21.0,wake,3600.0
wake,Ca_EEG3-3,0.25mA,PostAversive,21.0,wake,32.7
wake,Ca_EEG3-1,0.25mA,PreNeutral,21.0,wake,16.333333333333336
rem,Ca_EEG2-2,1.5mA,PostAversive,21.0,rem,21.6
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,21.0,nrem,49.92452830188679
rem,Ca_EEG2-1,1.5mA,PostNeutral,21.0,rem,7.714285714285715
sws,Ca_EEG2-1,1.5mA,PostNeutral,21.0,nrem,15.0
wake,Ca_EEG2-1,1.5mA,PostNeutral,21.0,wake,370.6666666666667
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,21.0,wake,16.105263157894736
wake,Ca_EEG3-1,0.25mA,PostAversive,21.0,wake,14.830188679245284
wake,Ca_EEG2-2,1.5mA,PreNeutral,21.0,wake,318.8571428571429
sws,Ca_EEG2-2,1.5mA,PreNeutral,21.0,nrem,93.6923076923077
sws,Ca_EEG3-1,0.25mA,PreNeutral,21.0,nrem,42.786885245901644
wake,Ca_EEG3-1,0.25mA,PostNeutral,21.0,wake,19.652173913043477
rem,Ca_EEG3-1,0.25mA,PostNeutral,21.0,rem,11.076923076923077
rem,Ca_EEG2-2,1.5mA,PreNeutral,21.0,rem,18.75
sws,Ca_EEG3-1,0.25mA,PostAversive,21.0,nrem,36.95652173913044
rem,Ca_EEG3-1,0.25mA,PostAversive,21.0,rem,13.894736842105264
wake,Ca_EEG2-1,1.5mA,PostAversive,21.0,wake,104.0
sws,Ca_EEG2-1,1.5mA,PostAversive,21.0,nrem,49.28571428571428
rem,Ca_EEG2-1,1.5mA,PostAversive,21.0,rem,9.096774193548388
wake,Ca_EEG3-3,0.25mA,PostNeutral,21.0,wake,70.33333333333333
sws,Ca_EEG3-3,0.25mA,PostNeutral,21.0,nrem,89.0
rem,Ca_EEG3-3,0.25mA,PostNeutral,21.0,rem,22.0
sws,Ca_EEG3-1,0.25mA,PostNeutral,21.0,nrem,26.923076923076923
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,21.0,rem,13.285714285714286
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,21.0,rem,15.272727272727273
sws,Ca_EEG3-4,0.25mA,PostAversive,21.0,nrem,39.625
sws,Ca_EEG3-3,0.25mA,PostAversive,21.0,nrem,79.0909090909091
rem,Ca_EEG3-3,0.25mA,PostAversive,21.0,rem,22.4
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,21.0,rem,22.799999999999997
wake,Ca_EEG2-2,1.5mA,PostNeutral,21.0,wake,20.470588235294116
sws,Ca_EEG2-2,1.5mA,PostNeutral,21.0,nrem,74.92307692307692
rem,Ca_EEG3-1,0.25mA,PreNeutral,21.0,rem,12.181818181818182
rem,Ca_EEG3-3,0.25mA,PreNeutral,21.0,rem,19.384615384615387
sws,Ca_EEG3-3,0.25mA,PreNeutral,21.0,nrem,81.21428571428572
wake,Ca_EEG3-3,0.25mA,PreNeutral,21.0,wake,59.66666666666667
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,21.0,nrem,70.57894736842105
rem,Ca_EEG2-1,1.5mA,PreNeutral,21.0,rem,15.0
rem,Ca_EEG3-4,0.25mA,PostAversive,21.0,rem,11.478260869565219
sws,Ca_EEG2-1,1.5mA,PreNeutral,21.0,nrem,69.0
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,21.0,wake,20.294117647058822
wake,Ca_EEG2-1,1.5mA,PreNeutral,21.0,wake,387.42857142857144
wake,Ca_EEG3-4,0.25mA,PostAversive,21.0,wake,49.44827586206897
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,21.0,nrem,75.56756756756756
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,21.0,wake,28.799999999999997
rem,Ca_EEG2-2,1.5mA,PostNeutral,21.0,rem,14.347826086956522
sws,Ca_EEG3-4,0.25mA,PostNeutral,22.0,nrem,24.423529411764704
sws,Ca_EEG3-1,0.25mA,PostAversive,22.0,nrem,42.339622641509436
wake,Ca_EEG3-1,0.25mA,PostAversive,22.0,wake,33.0
rem,Ca_EEG3-4,0.25mA,PostNeutral,22.0,rem,11.491525423728813
sws,Ca_EEG3-4,0.25mA,PreNeutral,22.0,nrem,37.44
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,22.0,rem,16.857142857142854
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,22.0,nrem,81.33333333333333
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,22.0,wake,17.666666666666668
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,22.0,rem,9.0
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,22.0,nrem,44.30769230769231
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,22.0,wake,77.5
rem,Ca_EEG3-4,0.25mA,PreNeutral,22.0,rem,9.0
wake,Ca_EEG3-4,0.25mA,PreNeutral,22.0,wake,49.935483870967744
rem,Ca_EEG3-1,0.25mA,PostAversive,22.0,rem,13.07142857142857
sws,Ca_EEG2-3,1.5mA,PostAversive,22.0,nrem,44.78048780487805
